requirement_id,source,source_file,source_locator,requirement,implementation_path,test_or_evidence_path,required_matrix,status,satisfied_by_prior_commit
"ARCH-L0372","ARCH","docs\architecture\tracebox-design.md","line 372; section 8.3 Initialization","immutable generated configuration;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0373","ARCH","docs\architecture\tracebox-design.md","line 373; section 8.3 Initialization","the JVM uncaught-exception wrapper;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0374","ARCH","docs\architecture\tracebox-design.md","line 374; section 8.3 Initialization","volatile breadcrumb storage;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0375","ARCH","docs\architecture\tracebox-design.md","line 375; section 8.3 Initialization","minimal handler startup/connection;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0376","ARCH","docs\architecture\tracebox-design.md","line 376; section 8.3 Initialization","the emergency fallback.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0378","ARCH","docs\architecture\tracebox-design.md","line 378; section 8.3 Initialization","It must not silently choose a privacy profile or perform main-thread disk I/O.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0382","ARCH","docs\architecture\tracebox-design.md","line 382; section 8.4 Readiness states","State | Meaning","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0384","ARCH","docs\architecture\tracebox-design.md","line 384; section 8.4 Readiness states","VolatileCapture | Policy and handlers are installed; durable stores are not fully ready","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0385","ARCH","docs\architecture\tracebox-design.md","line 385; section 8.4 Readiness states","Durable | Segments, reserves, handler registration, and emergency fallback are operational","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0386","ARCH","docs\architecture\tracebox-design.md","line 386; section 8.4 Readiness states","Degraded | Capture continues with one or more unavailable capabilities","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0387","ARCH","docs\architecture\tracebox-design.md","line 387; section 8.4 Readiness states","Closed | New recording is rejected; safe chaining and cleanup remain","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0389","ARCH","docs\architecture\tracebox-design.md","line 389; section 8.4 Readiness states","`install()` reaching `VolatileCapture` does not imply durable capture.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0395","ARCH","docs\architecture\tracebox-design.md","line 395; section 8.5 Global policy coordination","The handler owns a versioned shared control page containing the active policy epoch and deny mask.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0396","ARCH","docs\architecture\tracebox-design.md","line 396; section 8.5 Global policy coordination","Every durable writer maps the control page read-only and checks the epoch/mask before enqueue.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0397","ARCH","docs\architecture\tracebox-design.md","line 397; section 8.5 Global policy coordination","Every queued record carries the policy epoch under which it was accepted.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0398","ARCH","docs\architecture\tracebox-design.md","line 398; section 8.5 Global policy coordination","The segment writer revalidates the epoch and deny mask immediately before append; stale disallowed records are dropped rather than persisted.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0399","ARCH","docs\architecture\tracebox-design.md","line 399; section 8.5 Global policy coordination","For tightening, every participant first writes a restrictive process-state-summary token for the target epoch and acknowledges the staged token. A tightening affecting Direct Boot C0 also writes the DE `pending_deny` mirror.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0400","ARCH","docs\architecture\tracebox-design.md","line 400; section 8.5 Global policy coordination","After all live participants stage the restrictive token, tightening commits the persistent CE policy, atomically updates the control page, invalidates snapshots, and requests a queue barrier.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0401","ARCH","docs\architecture\tracebox-design.md","line 401; section 8.5 Global policy coordination","At the barrier, each writer pauses dequeue, drops now-disallowed queued records, seals any segment that cannot accept the new epoch, reloads policy, and then acknowledges.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0402","ARCH","docs\architecture\tracebox-design.md","line 402; section 8.5 Global policy coordination","For loosening, permissive process-state-summary tokens are written only after the coordinated CE policy commit and barriers succeed.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0403","ARCH","docs\architecture\tracebox-design.md","line 403; section 8.5 Global policy coordination","Handler extraction jobs and summaries also carry their accepted policy epoch. Before summary append, the handler revalidates against the control page.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0404","ARCH","docs\architecture\tracebox-design.md","line 404; section 8.5 Global policy coordination","At its barrier, the handler stops accepting new raw/summary work, revalidates or drops in-flight summaries, seals an incompatible spool segment, applies raw-artifact retention changes, and then acknowledges.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0405","ARCH","docs\architecture\tracebox-design.md","line 405; section 8.5 Global policy coordination","`updateProfile()` returns success only after all registered live writers and the handler cross the barrier and acknowledge the new epoch.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0406","ARCH","docs\architecture\tracebox-design.md","line 406; section 8.5 Global policy coordination","A stale writer rejects new records until it reloads the policy.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0407","ARCH","docs\architecture\tracebox-design.md","line 407; section 8.5 Global policy coordination","If the coordinator is unavailable or acknowledgements time out, the caller tightens locally but receives a partial/failure result; package-wide success is not reported.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0408","ARCH","docs\architecture\tracebox-design.md","line 408; section 8.5 Global policy coordination","New processes cannot become `Durable` until they load the latest committed epoch.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0410","ARCH","docs\architecture\tracebox-design.md","line 410; section 8.5 Global policy coordination","A permissive OS token authorizes raw import only when its epoch was durably committed before the exit timestamp. A restrictive or uncommitted future-epoch token always denies raw import.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0414","ARCH","docs\architecture\tracebox-design.md","line 414; section 8.5 Global policy coordination","a process joining during tightening remains `VolatileCapture`, receives the pending restrictive token/epoch, joins the acknowledgement set, and cannot become `Durable` until commit/barrier completion;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0415","ARCH","docs\architecture\tracebox-design.md","line 415; section 8.5 Global policy coordination","a process joining during loosening receives the currently committed restrictive token and remains `VolatileCapture` until loosening completes;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0416","ARCH","docs\architecture\tracebox-design.md","line 416; section 8.5 Global policy coordination","registration cannot observe an intermediate combination of control page, CE policy, DE mirror, or token state;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0417","ARCH","docs\architecture\tracebox-design.md","line 417; section 8.5 Global policy coordination","transition success includes every participant admitted before the commit point.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0423","ARCH","docs\architecture\tracebox-design.md","line 423; section 8.5 Global policy coordination","every writer treats handler/control-channel death as an immediate transition to `Degraded`;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
